,amplitude_1,frequency_1,amplitude_2,frequency_2,name,label,pred
0,0.19880173442030677,0.16426535855121713,0.18189155744943694,0.1106276904528605,Link_Error_2_range100-flw0-rtt,L,T
1,0.1395986058066504,0.27,0.07330259370892016,0.5099999999999999,Link_Error_2_range100-flw1-rtt,L,T
2,0.13318078291603877,0.1990836550530823,0.13074873190819397,0.11810047333657425,Link_Error_2_range100-flw2-rtt,L,T
6,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,Link_Error_7_range100-flw0-rtt,L,L
7,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,Link_Error_7_range100-flw1-rtt,L,T
8,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,Link_Error_7_range100-flw2-rtt,L,L
24,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,Link_Error_8_range100-flw0-rtt,L,L
25,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,Link_Error_8_range100-flw1-rtt,L,L
26,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,Link_Error_8_range100-flw2-rtt,L,N
12,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,Normal_0_range100-flw0-rtt,N,N
13,0.5873707475548264,0.16407834198366628,0.13375698123469723,0.3382022967418427,Normal_0_range100-flw1-rtt,N,N
14,0.6935868040216379,0.07066951592694025,0.12615768392123564,0.13124338672146044,Normal_0_range100-flw2-rtt,N,N
9,0.7021594909345226,0.06999999999999999,0.1900900964295677,0.12333333333333332,Normal_1_range100-flw0-rtt,N,N
10,0.757597300428633,0.04366550703395897,0.10160296188159272,0.09740766953729307,Normal_1_range100-flw1-rtt,N,N
11,0.7382183019325571,0.05723947545340651,0.23156587732678302,0.11111192293896557,Normal_1_range100-flw2-rtt,N,N
21,0.7492723637805765,0.03666666666666667,0.08679375786734767,0.08999999999999998,Normal_6_range100-flw0-rtt,N,N
22,0.5763260104956006,0.1239623056761033,0.20805787972856576,0.24457427876636598,Normal_6_range100-flw1-rtt,N,N
23,0.7730777977009231,0.04379495699722641,0.1366745591235049,0.0909587568403933,Normal_6_range100-flw2-rtt,N,N
3,0.20008232378626029,0.23666666666666664,0.10930367376002684,0.12333333333333332,TCP_Congestion_1_range100-flw0-rtt,T,T
4,0.20272788765461064,0.2324344956641366,0.17456029151867586,0.1179015557716635,TCP_Congestion_1_range100-flw1-rtt,T,T
5,0.27848643107671545,0.11789361300572697,0.21983379792001423,0.06399938991739464,TCP_Congestion_1_range100-flw2-rtt,T,L
15,0.3480087637492762,0.21,0.16033582763850587,0.04333333333333333,TCP_Congestion_3_range100-flw0-rtt,T,T
16,0.33307771022951943,0.21165241982715527,0.1389801526016023,0.043674308853222515,TCP_Congestion_3_range100-flw1-rtt,T,T
17,0.28059072254426753,0.21223709929425102,0.13604638756206586,0.06400801407286935,TCP_Congestion_3_range100-flw2-rtt,T,T
18,0.1679491707032011,0.04333333333333333,0.16139226179604305,0.23666666666666664,TCP_Congestion_9_range100-flw0-rtt,T,L
19,0.18102470739192095,0.03698251832996495,0.1711016948375906,0.2319812513425074,TCP_Congestion_9_range100-flw1-rtt,T,L
20,0.21950283411362495,0.043839263273761725,0.14127346189229217,0.23268532045304302,TCP_Congestion_9_range100-flw2-rtt,T,L
