,amplitude_1,frequency_1,amplitude_2,frequency_2,name,label,pred
21,0.19880173442030677,0.16426535855121713,0.18189155744943694,0.1106276904528605,Link_Error_2_range100-flw0-rtt,L,T
22,0.1395986058066504,0.27,0.07330259370892016,0.5099999999999999,Link_Error_2_range100-flw1-rtt,L,T
23,0.13318078291603877,0.1990836550530823,0.13074873190819397,0.11810047333657425,Link_Error_2_range100-flw2-rtt,L,T
3,0.18092502010330644,0.06999999999999999,0.16222027070686829,0.1433333333333333,Link_Error_4_range100-flw0-rtt,L,L
4,0.1332170679221559,0.11082831977919774,0.11851456339254038,0.19143073416406883,Link_Error_4_range100-flw1-rtt,L,L
5,0.2709516716012675,1.6085637370449497,0.1367068472826151,0.043839263273761725,Link_Error_4_range100-flw2-rtt,L,T
12,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,Link_Error_7_range100-flw0-rtt,L,L
13,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,Link_Error_7_range100-flw1-rtt,L,T
14,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,Link_Error_7_range100-flw2-rtt,L,L
0,0.5656066761898765,0.10999999999999999,0.2154217819920793,0.22999999999999998,Normal_3_range100-flw0-rtt,N,N
1,0.6039717878451101,0.050512222560354786,0.15924056262084604,0.09765696361668591,Normal_3_range100-flw1-rtt,N,N
2,0.5988103503941775,0.05067262333488493,0.07611462586373505,0.09796707178077754,Normal_3_range100-flw2-rtt,N,N
6,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,Normal_5_range100-flw0-rtt,N,N
7,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,Normal_5_range100-flw1-rtt,N,N
8,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,Normal_5_range100-flw2-rtt,N,N
24,0.7297765628848887,0.03666666666666667,0.061363322124792716,0.10999999999999999,Normal_9_range100-flw0-rtt,N,N
25,0.7600128356048388,0.0369626351106122,0.07890803327826038,0.084005988887755,Normal_9_range100-flw1-rtt,N,N
26,0.7534007711551179,0.03707725649739314,0.09934648473607088,0.09100781140269226,Normal_9_range100-flw2-rtt,N,N
9,0.3694904311485708,0.06333333333333332,0.1347166311775862,0.12999999999999998,TCP_Congestion_0_range100-flw0-rtt,T,L
10,0.2835015470128425,0.20540253796049354,0.1272450993496714,0.34682723622837436,TCP_Congestion_0_range100-flw1-rtt,T,T
11,0.2040324349654924,0.19844084022811548,0.17962206541982076,0.15135318322483385,TCP_Congestion_0_range100-flw2-rtt,T,T
15,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,TCP_Congestion_2_range100-flw0-rtt,T,T
16,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,TCP_Congestion_2_range100-flw1-rtt,T,T
17,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,TCP_Congestion_2_range100-flw2-rtt,T,T
18,0.3017883227294878,0.2966666666666667,0.08300362871471019,0.06999999999999999,TCP_Congestion_5_range100-flw0-rtt,T,T
19,0.30457718164917175,0.2931485818869961,0.09044858685745275,1.0209657507098828,TCP_Congestion_5_range100-flw1-rtt,T,T
20,0.2255623373433975,0.12439574347351846,0.18556844000268716,0.2857740052770019,TCP_Congestion_5_range100-flw2-rtt,T,T
