,amplitude_1,frequency_1,amplitude_2,frequency_2,name,label,pred
18,0.19880173442030677,0.16426535855121713,0.18189155744943694,0.1106276904528605,Link_Error_2_range100-flw0-rtt,L,T
19,0.1395986058066504,0.27,0.07330259370892016,0.5099999999999999,Link_Error_2_range100-flw1-rtt,L,L
20,0.13318078291603877,0.1990836550530823,0.13074873190819397,0.11810047333657425,Link_Error_2_range100-flw2-rtt,L,L
6,0.18092502010330644,0.06999999999999999,0.16222027070686829,0.1433333333333333,Link_Error_4_range100-flw0-rtt,L,L
7,0.1332170679221559,0.11082831977919774,0.11851456339254038,0.19143073416406883,Link_Error_4_range100-flw1-rtt,L,L
8,0.2709516716012675,1.6085637370449497,0.1367068472826151,0.043839263273761725,Link_Error_4_range100-flw2-rtt,L,T
0,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,Link_Error_7_range100-flw0-rtt,L,L
1,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,Link_Error_7_range100-flw1-rtt,L,T
2,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,Link_Error_7_range100-flw2-rtt,L,L
3,0.7021594909345226,0.06999999999999999,0.1900900964295677,0.12333333333333332,Normal_1_range100-flw0-rtt,N,N
4,0.757597300428633,0.04366550703395897,0.10160296188159272,0.09740766953729307,Normal_1_range100-flw1-rtt,N,N
5,0.7382183019325571,0.05723947545340651,0.23156587732678302,0.11111192293896557,Normal_1_range100-flw2-rtt,N,N
9,0.572194591931221,0.11666666666666665,0.22491326305685294,0.22999999999999998,Normal_2_range100-flw0-rtt,N,N
10,0.6519036602861192,0.09051356491597677,0.24412129975215285,0.17767477557580627,Normal_2_range100-flw1-rtt,N,N
11,0.5893686831714291,0.1243706550733496,0.15215355645505463,0.25210267920273566,Normal_2_range100-flw2-rtt,N,N
12,0.6577600027612178,0.04333333333333333,0.2213637445159273,0.08999999999999998,Normal_7_range100-flw0-rtt,N,N
13,0.7760470411999851,0.043647914034291746,0.13427112129073682,0.09065335991737516,Normal_7_range100-flw1-rtt,N,N
14,0.592135322310768,0.19817422423104455,0.12365686105022146,0.39298956330563073,Normal_7_range100-flw2-rtt,N,N
15,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,TCP_Congestion_2_range100-flw0-rtt,T,T
16,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,TCP_Congestion_2_range100-flw1-rtt,T,L
17,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,TCP_Congestion_2_range100-flw2-rtt,T,T
21,0.32627116386908606,0.1633333333333333,0.09640398989508471,0.12333333333333332,TCP_Congestion_7_range100-flw0-rtt,T,T
22,0.41597018816862164,0.16482897496930735,0.13068195459184972,0.1177349821209338,TCP_Congestion_7_range100-flw1-rtt,T,T
23,0.3978678030811263,0.165173459267871,0.07017222712460998,0.36068490085024885,TCP_Congestion_7_range100-flw2-rtt,T,T
24,0.26013705812391713,0.48333333333333334,0.04154635779095421,0.4033333333333333,TCP_Congestion_8_range100-flw0-rtt,T,T
25,0.2554387355949819,0.4864501328394667,0.04720240212846449,0.5334177318722428,TCP_Congestion_8_range100-flw1-rtt,T,T
26,0.20907276647864473,0.48074041285112584,0.09417950193897243,0.1311110216866707,TCP_Congestion_8_range100-flw2-rtt,T,T
