,amplitude_1,frequency_1,amplitude_2,frequency_2,name,label,pred
6,0.2538743914131486,0.02333333333333333,0.24223743238079432,0.15666666666666665,Link_Error_3_range100-flw0-rtt,L,L
7,0.11176617326577862,2.532725582068142,0.09610631281131594,0.13753874021826995,Link_Error_3_range100-flw1-rtt,L,L
8,0.33923195062203254,4.633669241118876,0.1970734426644224,0.023658413339046048,Link_Error_3_range100-flw2-rtt,L,L
9,0.08546828916763076,0.08999999999999998,0.07422081278496431,0.049999999999999996,Link_Error_6_range100-flw0-rtt,L,L
10,0.14377016122084316,1.8707733578900603,0.09003671362851552,1.763296252948441,Link_Error_6_range100-flw1-rtt,L,L
11,0.14973104285609642,0.12474804687546096,0.142087340066054,0.15846373522018015,Link_Error_6_range100-flw2-rtt,L,L
0,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,Link_Error_8_range100-flw0-rtt,L,L
1,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,Link_Error_8_range100-flw1-rtt,L,L
2,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,Link_Error_8_range100-flw2-rtt,L,N
21,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,Normal_0_range100-flw0-rtt,N,N
22,0.5873707475548264,0.16407834198366628,0.13375698123469723,0.3382022967418427,Normal_0_range100-flw1-rtt,N,N
23,0.6935868040216379,0.07066951592694025,0.12615768392123564,0.13124338672146044,Normal_0_range100-flw2-rtt,N,N
3,0.7021594909345226,0.06999999999999999,0.1900900964295677,0.12333333333333332,Normal_1_range100-flw0-rtt,N,N
4,0.757597300428633,0.04366550703395897,0.10160296188159272,0.09740766953729307,Normal_1_range100-flw1-rtt,N,N
5,0.7382183019325571,0.05723947545340651,0.23156587732678302,0.11111192293896557,Normal_1_range100-flw2-rtt,N,N
15,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,Normal_5_range100-flw0-rtt,N,N
16,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,Normal_5_range100-flw1-rtt,N,N
17,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,Normal_5_range100-flw2-rtt,N,N
24,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,TCP_Congestion_2_range100-flw0-rtt,T,L
25,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,TCP_Congestion_2_range100-flw1-rtt,T,L
26,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,TCP_Congestion_2_range100-flw2-rtt,T,T
18,0.3017883227294878,0.2966666666666667,0.08300362871471019,0.06999999999999999,TCP_Congestion_5_range100-flw0-rtt,T,T
19,0.30457718164917175,0.2931485818869961,0.09044858685745275,1.0209657507098828,TCP_Congestion_5_range100-flw1-rtt,T,T
20,0.2255623373433975,0.12439574347351846,0.18556844000268716,0.2857740052770019,TCP_Congestion_5_range100-flw2-rtt,T,L
12,0.1679491707032011,0.04333333333333333,0.16139226179604305,0.23666666666666664,TCP_Congestion_9_range100-flw0-rtt,T,L
13,0.18102470739192095,0.03698251832996495,0.1711016948375906,0.2319812513425074,TCP_Congestion_9_range100-flw1-rtt,T,L
14,0.21950283411362495,0.043839263273761725,0.14127346189229217,0.23268532045304302,TCP_Congestion_9_range100-flw2-rtt,T,L
