,amplitude_1,frequency_1,amplitude_2,frequency_2,name,label,pred
12,0.2538743914131486,0.02333333333333333,0.24223743238079432,0.15666666666666665,Link_Error_3_range100-flw0-rtt,L,T
13,0.11176617326577862,2.532725582068142,0.09610631281131594,0.13753874021826995,Link_Error_3_range100-flw1-rtt,L,L
14,0.33923195062203254,4.633669241118876,0.1970734426644224,0.023658413339046048,Link_Error_3_range100-flw2-rtt,L,L
18,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,Link_Error_8_range100-flw0-rtt,L,L
19,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,Link_Error_8_range100-flw1-rtt,L,L
20,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,Link_Error_8_range100-flw2-rtt,L,N
24,0.26835606543167206,0.10333333333333332,0.226671933517612,0.1433333333333333,Link_Error_9_range100-flw0-rtt,L,T
25,0.5543823633143998,0.06378882166703492,0.49327179140197497,0.016786532017640767,Link_Error_9_range100-flw1-rtt,L,N
26,0.2612803663129507,0.1250769772734794,0.23563486815717824,0.09127238882118767,Link_Error_9_range100-flw2-rtt,L,T
0,0.572194591931221,0.11666666666666665,0.22491326305685294,0.22999999999999998,Normal_2_range100-flw0-rtt,N,N
1,0.6519036602861192,0.09051356491597677,0.24412129975215285,0.17767477557580627,Normal_2_range100-flw1-rtt,N,N
2,0.5893686831714291,0.1243706550733496,0.15215355645505463,0.25210267920273566,Normal_2_range100-flw2-rtt,N,N
6,0.5656066761898765,0.10999999999999999,0.2154217819920793,0.22999999999999998,Normal_3_range100-flw0-rtt,N,N
7,0.6039717878451101,0.050512222560354786,0.15924056262084604,0.09765696361668591,Normal_3_range100-flw1-rtt,N,N
8,0.5988103503941775,0.05067262333488493,0.07611462586373505,0.09796707178077754,Normal_3_range100-flw2-rtt,N,N
9,0.7492723637805765,0.03666666666666667,0.08679375786734767,0.08999999999999998,Normal_6_range100-flw0-rtt,N,N
10,0.5763260104956006,0.1239623056761033,0.20805787972856576,0.24457427876636598,Normal_6_range100-flw1-rtt,N,N
11,0.7730777977009231,0.04379495699722641,0.1366745591235049,0.0909587568403933,Normal_6_range100-flw2-rtt,N,N
15,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,TCP_Congestion_2_range100-flw0-rtt,T,L
16,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,TCP_Congestion_2_range100-flw1-rtt,T,L
17,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,TCP_Congestion_2_range100-flw2-rtt,T,T
3,0.3480087637492762,0.21,0.16033582763850587,0.04333333333333333,TCP_Congestion_3_range100-flw0-rtt,T,T
4,0.33307771022951943,0.21165241982715527,0.1389801526016023,0.043674308853222515,TCP_Congestion_3_range100-flw1-rtt,T,L
5,0.28059072254426753,0.21223709929425102,0.13604638756206586,0.06400801407286935,TCP_Congestion_3_range100-flw2-rtt,T,T
21,0.3017883227294878,0.2966666666666667,0.08300362871471019,0.06999999999999999,TCP_Congestion_5_range100-flw0-rtt,T,T
22,0.30457718164917175,0.2931485818869961,0.09044858685745275,1.0209657507098828,TCP_Congestion_5_range100-flw1-rtt,T,T
23,0.2255623373433975,0.12439574347351846,0.18556844000268716,0.2857740052770019,TCP_Congestion_5_range100-flw2-rtt,T,T
