Time	size	received	dropped
1	2	1896	0
2	0	4734	0
3	0	7225	0
4	21	10129	0
5	40	13041	0
6	40	15928	0
7	40	18815	0
8	1	21676	0
9	18	24589	0
10	38	27504	0
11	40	30395	0
12	40	33282	0
13	40	36169	0
14	40	39056	0
15	40	41944	0
16	40	44830	0
17	40	47718	0
18	40	50605	0
19	40	53492	0
20	40	56379	0
21	40	59266	0
22	35	62153	0
23	9	65029	0
24	30	67945	0
25	40	70848	0
26	40	73735	0
27	40	76622	0
28	40	79509	0
29	40	82396	0
30	40	85283	0
