Time	size	received	dropped
1	0	56	0
2	0	578	0
3	0	1069	0
4	0	1469	0
5	0	1899	0
6	0	2389	0
7	0	2889	0
8	0	3408	0
9	0	3963	0
10	0	4541	0
11	0	5149	0
12	0	5785	0
13	0	6452	0
14	1	7170	0
15	0	7886	0
16	0	8371	0
17	0	8765	0
18	0	9181	0
19	0	9659	0
20	0	10134	0
21	0	10634	0
22	0	11169	0
23	0	11724	0
24	0	12309	0
25	0	12960	0
26	3	13657	0
27	0	14329	0
28	0	15025	0
29	0	15755	0
30	0	16505	0
