Time	size	received	dropped
1	1	1561	0
2	40	4425	0
3	40	7309	0
4	40	10168	0
5	40	13087	0
6	40	15929	0
7	40	18788	0
8	40	21658	0
9	27	24537	0
10	40	27436	0
11	8	30298	0
12	40	33222	0
13	40	36079	0
14	29	38975	0
15	40	41865	0
16	40	44678	0
17	40	47541	0
18	40	50376	0
19	9	53112	0
20	18	55995	0
21	40	58907	0
22	5	61772	0
23	34	64695	0
24	40	67573	0
25	40	70394	0
26	40	73292	0
27	40	76121	0
28	40	79038	0
29	40	81884	0
30	40	84767	0
