,0,1,2,3,4,name,label,pred
21,0.1482921519118241,0.13666666666666666,0.1343581953202899,0.21,2651.0,Link_Error_1_range50-flw0-rtt,L,L
22,0.26673465397366747,0.06369473086679847,0.17278523041974123,0.20449360962498458,2651.0,Link_Error_1_range50-flw1-rtt,L,L
23,0.08880607607162505,0.17157977502392613,0.07713159208654825,0.057193258341308714,2651.0,Link_Error_1_range50-flw2-rtt,L,L
3,0.32373749499401605,0.09666666666666665,0.2928341877822139,0.06999999999999999,1336.0,Link_Error_2_range50-flw0-rtt,L,N
4,0.21693436456718784,2.465798949220745,0.16774102375591168,0.12412865458662253,1336.0,Link_Error_2_range50-flw1-rtt,L,N
5,0.14890646809206837,0.03027470968824012,0.11210250089951788,3.1317505244168395,1336.0,Link_Error_2_range50-flw2-rtt,L,N
6,0.17850810985565316,0.04333333333333333,0.13850207764143205,0.12333333333333332,2315.0,Link_Error_6_range50-flw0-rtt,L,L
7,0.5025535092208699,0.036831446876849,0.1721997866328367,0.08370783381102045,2315.0,Link_Error_6_range50-flw1-rtt,L,L
8,0.33031315950732815,0.06391757619975898,0.2862842571418454,0.1042865716943436,2315.0,Link_Error_6_range50-flw2-rtt,L,L
9,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,1765.0,Normal_0_range50-flw0-rtt,N,N
10,0.6508112669729457,0.08382009618993069,0.23856861824174416,0.17099299622745862,1765.0,Normal_0_range50-flw1-rtt,N,N
11,0.655077832391928,0.08410207394705128,0.24465308075797204,0.1715682308519846,1765.0,Normal_0_range50-flw2-rtt,N,N
0,0.5878082536086505,0.16999999999999998,0.1367450783357951,0.3433333333333333,1894.0,Normal_1_range50-flw0-rtt,N,N
1,0.7392981497350808,0.043644983245866,0.12973005059537718,0.09736188570231646,1894.0,Normal_1_range50-flw1-rtt,N,N
2,0.5975677650490292,0.14450001198005913,0.17283564810667018,0.29908142014477357,1894.0,Normal_1_range50-flw2-rtt,N,N
24,0.4752816935092991,0.17666666666666664,0.07477586160025265,0.12333333333333332,2621.0,Normal_6_range50-flw0-rtt,N,L
25,0.7808238655434471,0.0436567087616966,0.10827448428655576,0.09067162588967755,2621.0,Normal_6_range50-flw1-rtt,N,L
26,0.585677301901523,0.20487823129496172,0.14675075773247248,0.41983244117820023,2621.0,Normal_6_range50-flw2-rtt,N,N
15,0.12432781482746624,0.36333333333333334,0.09723782851016638,0.2966666666666667,1995.0,TCP_Congestion_1_range50-flw0-rtt,T,T
16,0.10860771139019025,0.3116018098771273,0.08291077941224567,0.21778621120444383,1995.0,TCP_Congestion_1_range50-flw1-rtt,T,T
17,0.13136642773835014,0.7513532022791406,0.11022434146534213,0.7041830460822439,1995.0,TCP_Congestion_1_range50-flw2-rtt,T,T
18,0.11825410963241059,0.3233333333333333,0.1177171250504938,0.37,1931.0,TCP_Congestion_4_range50-flw0-rtt,T,T
19,0.12236840028206376,0.7485787996508737,0.09745876513538224,0.3726109720235291,1931.0,TCP_Congestion_4_range50-flw1-rtt,T,T
20,0.08140242179888206,0.6624123652818852,0.0760980337204805,0.3194374350344116,1931.0,TCP_Congestion_4_range50-flw2-rtt,T,T
12,0.19272096153006116,0.43666666666666665,0.08809848842796146,0.39,1548.0,TCP_Congestion_5_range50-flw0-rtt,T,T
13,0.39288837278500877,0.4464917714755744,0.08953093276221204,0.37263598972773504,1548.0,TCP_Congestion_5_range50-flw1-rtt,T,T
14,0.3343602484407545,0.44799572942176247,0.0772406737182847,0.3941015063334301,1548.0,TCP_Congestion_5_range50-flw2-rtt,T,T
