,0,1,2,3,4,name,label,pred
24,0.2946277338416856,0.04333333333333333,0.10984951031739668,0.15666666666666665,2082.0,Link_Error_0_range50-flw0-rtt,L,L
25,0.22034856734189556,0.09712059863261564,0.1542726358869715,0.18419423878599517,2082.0,Link_Error_0_range50-flw1-rtt,L,L
26,0.2362133804285677,0.09078137648976861,0.22132173870388105,0.13785320133631532,2082.0,Link_Error_0_range50-flw2-rtt,L,L
3,0.17314495642375546,0.08333333333333331,0.1699596192766062,0.09666666666666665,2054.0,Link_Error_3_range50-flw0-rtt,L,L
4,0.162754411139824,2.4592542997444493,0.07106777821212486,0.08387634037327589,2054.0,Link_Error_3_range50-flw1-rtt,L,T
5,0.13852215553108882,0.13813186357436816,0.10885841891859784,0.24594209855924087,2054.0,Link_Error_3_range50-flw2-rtt,L,L
9,0.17850810985565316,0.04333333333333333,0.13850207764143205,0.12333333333333332,2315.0,Link_Error_6_range50-flw0-rtt,L,L
10,0.5025535092208699,0.036831446876849,0.1721997866328367,0.08370783381102045,2315.0,Link_Error_6_range50-flw1-rtt,L,N
11,0.33031315950732815,0.06391757619975898,0.2862842571418454,0.1042865716943436,2315.0,Link_Error_6_range50-flw2-rtt,L,L
15,0.5664369487407124,0.12999999999999998,0.16787102744775173,0.25666666666666665,1694.0,Normal_3_range50-flw0-rtt,N,N
16,0.7810483224049551,0.04365084521635257,0.130778861260415,0.09065944775703995,1694.0,Normal_3_range50-flw1-rtt,N,N
17,0.7306339924948672,0.057243330251285085,0.23575307644528945,0.11111940578190635,1694.0,Normal_3_range50-flw2-rtt,N,N
6,0.6218253058115922,0.08999999999999998,0.2149891667577417,0.18333333333333332,1780.0,Normal_5_range50-flw0-rtt,N,N
7,0.5861913866514838,0.11726949834085437,0.22590234922126856,0.23788955377716173,1780.0,Normal_5_range50-flw1-rtt,N,N
8,0.5981044222942331,0.11095501570971719,0.19759987360798945,0.21854775821610964,1780.0,Normal_5_range50-flw2-rtt,N,N
21,0.577115556695574,0.12333333333333332,0.20742746590065025,0.24333333333333332,1756.0,Normal_8_range50-flw0-rtt,N,N
22,0.6519665815744221,0.09051356491597677,0.245397649758686,0.17767477557580627,1756.0,Normal_8_range50-flw1-rtt,N,N
23,0.7806672455961404,0.04380381108656264,0.12315374966789124,0.09097714610286087,1756.0,Normal_8_range50-flw2-rtt,N,N
12,0.20461595921209152,0.6099999999999999,0.06827799872321243,0.3833333333333333,2075.0,TCP_Congestion_2_range50-flw0-rtt,T,T
13,0.3135834906458596,0.6136454014168099,0.09836040583220411,0.11736387458791447,2075.0,TCP_Congestion_2_range50-flw1-rtt,T,T
14,0.23393636070312065,0.6153373748557613,0.07263661754133414,0.18493746238834358,2075.0,TCP_Congestion_2_range50-flw2-rtt,T,T
18,0.23625123462739805,0.5233333333333333,0.07954799183871972,0.4033333333333333,2004.0,TCP_Congestion_3_range50-flw0-rtt,T,T
19,0.3210381072060153,0.5264608088657877,0.06891308956978358,0.47951525903062203,2004.0,TCP_Congestion_3_range50-flw1-rtt,T,T
20,0.44482384446306006,0.5285166191377617,0.07246906787932397,0.4813877486414009,2004.0,TCP_Congestion_3_range50-flw2-rtt,T,T
0,0.19272096153006116,0.43666666666666665,0.08809848842796146,0.39,1548.0,TCP_Congestion_5_range50-flw0-rtt,T,T
1,0.39288837278500877,0.4464917714755744,0.08953093276221204,0.37263598972773504,1548.0,TCP_Congestion_5_range50-flw1-rtt,T,T
2,0.3343602484407545,0.44799572942176247,0.0772406737182847,0.3941015063334301,1548.0,TCP_Congestion_5_range50-flw2-rtt,T,T
