,0,1,2,3,4,name,label,pred
12,0.2946277338416856,0.04333333333333333,0.10984951031739668,0.15666666666666665,2082.0,Link_Error_0_range50-flw0-rtt,L,L
13,0.22034856734189556,0.09712059863261564,0.1542726358869715,0.18419423878599517,2082.0,Link_Error_0_range50-flw1-rtt,L,L
14,0.2362133804285677,0.09078137648976861,0.22132173870388105,0.13785320133631532,2082.0,Link_Error_0_range50-flw2-rtt,L,L
24,0.1482921519118241,0.13666666666666666,0.1343581953202899,0.21,2651.0,Link_Error_1_range50-flw0-rtt,L,L
25,0.26673465397366747,0.06369473086679847,0.17278523041974123,0.20449360962498458,2651.0,Link_Error_1_range50-flw1-rtt,L,L
26,0.08880607607162505,0.17157977502392613,0.07713159208654825,0.057193258341308714,2651.0,Link_Error_1_range50-flw2-rtt,L,T
0,0.11586214001659301,0.056666666666666664,0.10576548060049829,0.23666666666666664,2625.0,Link_Error_5_range50-flw0-rtt,L,L
1,0.2638779780433013,0.09048323173127633,0.23154891545655015,0.20442507909658725,2625.0,Link_Error_5_range50-flw1-rtt,L,L
2,0.12838702363461837,0.05713559180020907,0.08810763521678983,0.13107576942400903,2625.0,Link_Error_5_range50-flw2-rtt,L,L
3,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,1765.0,Normal_0_range50-flw0-rtt,N,N
4,0.6508112669729457,0.08382009618993069,0.23856861824174416,0.17099299622745862,1765.0,Normal_0_range50-flw1-rtt,N,N
5,0.655077832391928,0.08410207394705128,0.24465308075797204,0.1715682308519846,1765.0,Normal_0_range50-flw2-rtt,N,N
9,0.6218253058115922,0.08999999999999998,0.2149891667577417,0.18333333333333332,1780.0,Normal_5_range50-flw0-rtt,N,N
10,0.5861913866514838,0.11726949834085437,0.22590234922126856,0.23788955377716173,1780.0,Normal_5_range50-flw1-rtt,N,N
11,0.5981044222942331,0.11095501570971719,0.19759987360798945,0.21854775821610964,1780.0,Normal_5_range50-flw2-rtt,N,N
15,0.5954197428952538,0.10999999999999999,0.19153974144922237,0.2233333333333333,1872.0,Normal_7_range50-flw0-rtt,N,N
16,0.5979005320159907,0.15070437718854152,0.16166087026409987,0.3047577405368284,1872.0,Normal_7_range50-flw1-rtt,N,N
17,0.5964666753230669,0.1914693163870224,0.14596479716062546,0.3862977435878522,1872.0,Normal_7_range50-flw2-rtt,N,N
18,0.23625123462739805,0.5233333333333333,0.07954799183871972,0.4033333333333333,2004.0,TCP_Congestion_3_range50-flw0-rtt,T,T
19,0.3210381072060153,0.5264608088657877,0.06891308956978358,0.47951525903062203,2004.0,TCP_Congestion_3_range50-flw1-rtt,T,T
20,0.44482384446306006,0.5285166191377617,0.07246906787932397,0.4813877486414009,2004.0,TCP_Congestion_3_range50-flw2-rtt,T,T
21,0.11825410963241059,0.3233333333333333,0.1177171250504938,0.37,1931.0,TCP_Congestion_4_range50-flw0-rtt,T,T
22,0.12236840028206376,0.7485787996508737,0.09745876513538224,0.3726109720235291,1931.0,TCP_Congestion_4_range50-flw1-rtt,T,T
23,0.08140242179888206,0.6624123652818852,0.0760980337204805,0.3194374350344116,1931.0,TCP_Congestion_4_range50-flw2-rtt,T,T
6,0.20554944733340805,0.7299999999999999,0.09538679872209593,0.30333333333333334,1938.0,TCP_Congestion_8_range50-flw0-rtt,T,T
7,0.12395107584230242,0.7270221711274166,0.10030571531240476,0.6533148542389228,1938.0,TCP_Congestion_8_range50-flw1-rtt,T,T
8,0.19493368098599437,0.7299568891497896,0.13555271447270117,0.6559520432452026,1938.0,TCP_Congestion_8_range50-flw2-rtt,T,T
