,0,1,2,3,4,name,label,pred
6,0.17314495642375546,0.08333333333333331,0.1699596192766062,0.09666666666666665,2054.0,Link_Error_3_range50-flw0-rtt,L,L
7,0.162754411139824,2.4592542997444493,0.07106777821212486,0.08387634037327589,2054.0,Link_Error_3_range50-flw1-rtt,L,T
8,0.13852215553108882,0.13813186357436816,0.10885841891859784,0.24594209855924087,2054.0,Link_Error_3_range50-flw2-rtt,L,L
9,0.3177258069000951,0.06333333333333332,0.26064389632046414,0.11666666666666665,2217.0,Link_Error_7_range50-flw0-rtt,L,L
10,0.44097750432933475,0.07715587865902948,0.22392463372377852,0.12412032653843873,2217.0,Link_Error_7_range50-flw1-rtt,L,L
11,0.1013877915047222,0.05044427449581535,0.09463811459236858,0.2522213724790768,2217.0,Link_Error_7_range50-flw2-rtt,L,L
3,0.08675801734329462,0.056666666666666664,0.07937038125914816,0.2033333333333333,2129.0,Link_Error_8_range50-flw0-rtt,L,L
4,0.35203690242388946,0.03685365844424693,0.20954724788202397,0.1574656315345096,2129.0,Link_Error_8_range50-flw1-rtt,L,L
5,0.31695614860491406,0.1381225566835602,0.2563312732949141,0.09769644253227429,2129.0,Link_Error_8_range50-flw2-rtt,L,L
0,0.7803203543239953,0.04333333333333333,0.12384256791815923,0.08999999999999998,1669.0,Normal_4_range50-flw0-rtt,N,N
1,0.6192919954090449,0.10389511848115525,0.158518513582218,0.2111416923971865,1669.0,Normal_4_range50-flw1-rtt,N,N
2,0.605740091384786,0.10424448924117848,0.16049686168965843,0.2051262530229641,1669.0,Normal_4_range50-flw2-rtt,N,N
12,0.4752816935092991,0.17666666666666664,0.07477586160025265,0.12333333333333332,2621.0,Normal_6_range50-flw0-rtt,N,L
13,0.7808238655434471,0.0436567087616966,0.10827448428655576,0.09067162588967755,2621.0,Normal_6_range50-flw1-rtt,N,N
14,0.585677301901523,0.20487823129496172,0.14675075773247248,0.41983244117820023,2621.0,Normal_6_range50-flw2-rtt,N,N
21,0.5954197428952538,0.10999999999999999,0.19153974144922237,0.2233333333333333,1872.0,Normal_7_range50-flw0-rtt,N,N
22,0.5979005320159907,0.15070437718854152,0.16166087026409987,0.3047577405368284,1872.0,Normal_7_range50-flw1-rtt,N,N
23,0.5964666753230669,0.1914693163870224,0.14596479716062546,0.3862977435878522,1872.0,Normal_7_range50-flw2-rtt,N,N
24,0.20461595921209152,0.6099999999999999,0.06827799872321243,0.3833333333333333,2075.0,TCP_Congestion_2_range50-flw0-rtt,T,T
25,0.3135834906458596,0.6136454014168099,0.09836040583220411,0.11736387458791447,2075.0,TCP_Congestion_2_range50-flw1-rtt,T,T
26,0.23393636070312065,0.6153373748557613,0.07263661754133414,0.18493746238834358,2075.0,TCP_Congestion_2_range50-flw2-rtt,T,T
15,0.23625123462739805,0.5233333333333333,0.07954799183871972,0.4033333333333333,2004.0,TCP_Congestion_3_range50-flw0-rtt,T,T
16,0.3210381072060153,0.5264608088657877,0.06891308956978358,0.47951525903062203,2004.0,TCP_Congestion_3_range50-flw1-rtt,T,T
17,0.44482384446306006,0.5285166191377617,0.07246906787932397,0.4813877486414009,2004.0,TCP_Congestion_3_range50-flw2-rtt,T,T
18,0.19272096153006116,0.43666666666666665,0.08809848842796146,0.39,1548.0,TCP_Congestion_5_range50-flw0-rtt,T,T
19,0.39288837278500877,0.4464917714755744,0.08953093276221204,0.37263598972773504,1548.0,TCP_Congestion_5_range50-flw1-rtt,T,T
20,0.3343602484407545,0.44799572942176247,0.0772406737182847,0.3941015063334301,1548.0,TCP_Congestion_5_range50-flw2-rtt,T,T
