0.384217 1
0.384217 1441
0.471149 2881
0.471149 4321
0.559234 5761
0.559234 7201
0.559234 8641
0.647319 10081
0.647319 11521
0.647319 12961
0.734209 14401
0.734209 15841
0.734209 17281
0.736599 18721
0.736599 20161
0.736599 21601
0.822293 23041
0.822293 24481
0.822293 25921
0.824684 27361
0.824684 28801
0.824684 30241
0.827074 31681
0.827074 33121
0.827074 34561
0.910378 36001
0.910378 37441
0.910378 38881
0.912769 40321
0.912769 41761
0.912769 43201
0.915159 44641
0.915159 46081
0.915159 47521
0.917549 48961
0.917549 50401
0.917549 51841
0.997327 53281
0.997327 54721
0.997327 56161
0.999717 57601
0.999717 59041
0.999717 60481
1.00211 61921
1.00211 63361
1.00211 64801
1.0045 66241
1.0045 67681
1.0045 69121
1.00689 70561
1.00689 72001
1.00689 73441
1.00928 74881
1.00928 76321
1.00928 77761
1.08458 79201
1.08458 80641
1.08458 82081
1.08697 83521
1.08697 84961
1.08697 86401
1.08936 87841
1.08936 89281
1.08936 90721
1.09175 92161
1.09175 93601
1.09175 95041
1.09414 96481
1.09414 97921
1.09414 99361
1.09653 100801
1.09653 102241
1.09653 103681
1.09892 105121
1.09892 106561
1.09892 108001
1.10131 109441
1.10131 110881
1.10131 112321
1.1037 113761
1.1037 115201
1.1037 116641
1.17183 118081
1.17183 119521
1.17183 120961
1.17422 122401
1.17422 123841
1.17422 125281
1.17661 126721
1.17661 128161
1.17661 129601
1.179 131041
1.179 132481
1.179 133921
1.18139 135361
1.18139 136801
1.18139 138241
1.18378 139681
1.18378 141121
1.18378 142561
1.18617 144001
1.18617 145441
1.18617 146881
1.18856 148321
1.18856 149761
1.18856 151201
1.19095 152641
1.19095 154081
1.19095 155521
1.19334 156961
1.19334 158401
1.19334 159841
1.19573 161281
1.19573 162721
1.19573 164161
1.19812 165601
1.19812 167041
1.19812 168481
1.20051 169921
1.20051 171361
1.20051 172801
1.2029 174241
1.2029 175681
1.2029 177121
1.26027 178561
1.26027 180001
1.26027 181441
1.26266 182881
1.26266 184321
1.26266 185761
1.26505 187201
1.26505 188641
1.26505 190081
1.26744 191521
1.26744 192961
1.26744 194401
1.26983 195841
1.26983 197281
1.26983 198721
1.27222 200161
1.27222 201601
1.27222 203041
