Time	size	received	dropped
1	0	177	0
2	1	1920	0
3	0	4429	0
4	1	6940	0
5	1	9450	0
6	0	11807	0
7	0	14205	0
8	1	16660	0
9	0	18976	0
10	0	21069	0
11	1	23217	0
12	0	25412	0
13	0	27677	0
14	1	30016	0
15	0	32415	0
16	1	34867	0
17	0	37348	0
18	0	39856	0
19	1	42367	0
20	1	44828	0
21	0	47188	0
22	1	49612	0
23	0	52096	0
24	0	54606	0
25	1	57117	0
26	1	59627	0
27	0	62136	0
28	1	64647	0
29	0	67061	0
30	0	69360	0
