Time	size	received	dropped
1	0	26	0
2	0	486	0
3	0	1322	0
4	0	2159	0
5	0	2996	0
6	0	3832	0
7	0	4669	0
8	0	5506	0
9	0	6342	0
10	0	6969	0
11	0	7594	0
12	0	8249	0
13	0	8936	0
14	0	9652	0
15	0	10400	0
16	0	11178	0
17	0	11987	0
18	0	12822	0
19	0	13658	0
20	0	14495	0
21	1	15332	0
22	0	16168	0
23	0	17005	0
24	0	17841	0
25	0	18678	0
26	0	19515	0
27	0	20351	0
28	0	21188	0
29	0	22025	0
30	0	22861	0
