,0,1,2,3,4,5,6,7,8,9,name,label,pred
3,0.16208655177108633,0.12999999999999998,0.13797567187506957,0.21666666666666665,0.1337526230178734,0.2833333333333333,0.10309257662552872,0.16999999999999998,0.1016411538593203,0.36333333333333334,Link_Error_00025_0_range10-flw0-rtt,L,L
4,0.15297352331350714,0.050214612231215,0.0996912974800372,0.713047493683253,0.09940238102552384,0.34480700398767633,0.07867932446070774,0.552360734543365,0.07143259713276161,0.4787126366042496,Link_Error_00025_0_range10-flw1-rtt,L,L
5,0.05460661268376397,0.21170931987776107,0.05244509748178715,0.0772907040823572,0.046287315433132435,0.1646628043493697,0.0317015554611481,0.4133372435708668,0.026638339352703242,0.6351279596332832,Link_Error_00025_0_range10-flw2-rtt,L,L
6,0.07751862707783658,0.18333333333333332,0.07172161277869425,0.06333333333333332,0.07111668224022245,0.10333333333333332,0.06497241742877202,0.2233333333333333,0.06396022842803104,0.33666666666666667,Link_Error_00025_5_range10-flw0-rtt,L,L
7,0.09851631895961391,0.09041657023627828,0.06934155429393753,0.2578546632664232,0.06830427490155196,0.298039805593658,0.06486580964938622,0.3583175190845102,0.058602636308604385,0.15069428372713045,Link_Error_00025_5_range10-flw1-rtt,L,L
8,0.12488579921356115,0.084005988887755,0.058238397990409405,0.023521676888571402,0.050260256552114024,0.1243288635538774,0.04209078659379432,0.2587384457742854,0.034047663554788776,0.42675042354979537,Link_Error_00025_5_range10-flw2-rtt,L,L
24,0.08201691933582848,0.24999999999999997,0.070252684917143,0.09666666666666665,0.04826570763786575,0.3433333333333333,0.04233607169327203,0.06333333333333332,0.041973335417935874,0.19666666666666666,Link_Error_00025_8_range10-flw0-rtt,L,L
25,0.14398697182244177,0.05692895163024928,0.09402138684971965,0.09711409395748406,0.06637294184649413,0.23106456838160003,0.06294069464241997,0.264552186987629,0.056596583707981325,0.37171256652692175,Link_Error_00025_8_range10-flw1-rtt,L,L
26,0.12114458172732928,0.08399469919532741,0.12112722588419617,0.23854494571472984,0.10951767481890269,0.3258994328778704,0.10405430836477071,0.16462961042284174,0.06617228631363341,0.39981476816975847,Link_Error_00025_8_range10-flw2-rtt,L,L
12,0.5914766441223195,0.16999999999999998,0.13594174671255413,0.3433333333333333,0.05906858456481075,0.5099999999999999,0.046740228988599454,0.11666666666666665,0.03382933039536284,0.6833333333333332,Normal_0_range10-flw0-rtt,N,N
13,0.57646122693951,0.2041924184827881,0.14960477883386722,0.4184270870548937,0.07280189284450303,0.6326617556269991,0.047835955727041427,0.8402015908062264,0.04253851664163977,0.15732858473264,Normal_0_range10-flw1-rtt,N,N
