,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,name,label,pred
30,0.2946277338416856,0.04333333333333333,0.10984951031739668,0.15666666666666665,0.08533088697322866,0.29,0.05534014937631688,0.22999999999999998,0.05046580787671712,0.4433333333333333,0.04529800480989781,0.3833333333333333,0.04183462226661445,0.5033333333333333,0.011909625100127816,0.9566666666666666,0.01066220201333105,0.6166666666666666,0.00606250579569218,0.7033333333333333,Link_Error_0_range50-flw0-rtt,L,L
31,0.22034856734189556,0.09712059863261564,0.1542726358869715,0.18419423878599517,0.14951354698275843,0.05693276471567124,0.07407367415279921,0.365039491412245,0.053773390671134284,0.3114557128563192,0.0404924255956919,0.5391867717190041,0.029100143180472843,0.4387171869266431,0.018464760086868943,0.6195624395528929,0.01797497095056087,0.9075752492909944,0.014154212998941077,0.7334279689842353,Link_Error_0_range50-flw1-rtt,L,L
32,0.2362133804285677,0.09078137648976861,0.22132173870388105,0.13785320133631532,0.19970899151673555,0.184925026182862,0.19581646237326242,0.27234412946930586,0.1757749714720013,0.2319968510294087,0.13597904660649904,0.31941595431585257,0.09211943298944002,0.043709551643221926,0.07609352103437388,0.4068350576022964,0.06726223695633021,0.35976323275574973,0.06387954417601023,0.44718233604219354,Link_Error_0_range50-flw2-rtt,L,L
24,0.11586214001659301,0.056666666666666664,0.10576548060049829,0.23666666666666664,0.09570087896300046,0.11666666666666665,0.0910870308409544,0.09666666666666665,0.08315955188344856,0.1633333333333333,0.07452176728688968,0.27,0.0705147237600402,0.3566666666666667,0.06870812783415,0.31,0.0625082748499288,0.4033333333333333,0.050218546307234165,0.4433333333333333,Link_Error_5_range50-flw0-rtt,L,L
25,0.2638779780433013,0.09048323173127633,0.23154891545655015,0.20442507909658725,0.20872435914709092,0.13069800138962134,0.18938567149291696,0.04356600046320711,0.17503113937916986,0.06367338529237963,0.17414390384164616,0.17091277104796637,0.10606411154904818,0.271449695193829,0.09532200065658517,0.3183669264618982,0.0374145374429798,0.41890385060776075,0.021680380158076346,0.4591186202661058,Link_Error_5_range50-flw1-rtt,L,L
26,0.12838702363461837,0.05713559180020907,0.08810763521678983,0.13107576942400903,0.08794142522130427,0.14451943808288176,0.07273174696156136,0.3596181366248454,0.06634592370756062,0.2991216276599181,0.064592981111829,0.22518145003611809,0.06355194798456823,0.18485044405949994,0.06322548219872547,0.4066709769308999,0.06006240113290312,0.09746659777682723,0.05914616461765456,0.4402801485780817,Link_Error_5_range50-flw2-rtt,L,L
21,0.08675801734329462,0.056666666666666664,0.07937038125914816,0.2033333333333333,0.06197022161927466,0.11666666666666665,0.061245383271471894,0.3433333333333333,0.06107869234672243,0.2833333333333333,0.05234840585094191,0.1633333333333333,0.04717090093953037,0.08333333333333331,0.04272373942412651,0.4166666666666667,0.03748676637571902,2.1166666666666667,0.03717906335005327,0.45,Link_Error_8_range50-flw0-rtt,L,U
22,0.35203690242388946,0.03685365844424693,0.20954724788202397,0.1574656315345096,0.17851355559935023,0.08375831464601573,0.10156126392788128,0.2780776046247722,0.031038500490290954,0.5193015508052976,0.024573573396363096,0.40539024288671616,0.018686874950239175,0.45229489908848497,0.011512693719479968,0.6868181800973291,0.0053565950877298265,0.9414434566212169,0.005192635411274531,0.7873281576725479,Link_Error_8_range50-flw1-rtt,L,L
23,0.31695614860491406,0.1381225566835602,0.2563312732949141,0.09769644253227429,0.23843801387862712,0.1785486708348461,0.21966525832894965,0.06400801407286935,0.18817600568148693,0.19876172791048907,0.15420022803648908,0.24592552775365595,0.11526100166745724,0.28635164190494183,0.0756904144535483,0.3267777560562278,0.034622226460882685,0.40089229866691856,0.0334930632684053,1.1757261532332317,Link_Error_8_range50-flw2-rtt,L,L
3,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,0.04988072740387956,0.22999999999999998,0.019869448672954405,0.39666666666666667,0.017488615255011226,0.31,0.015715423630090142,0.47,0.010623192365057238,0.5433333333333332,0.010472145408000675,0.19666666666666666,0.005840882833279497,0.71,0.0055064043425196805,0.7833333333333332,Normal_0_range50-flw0-rtt,N,N
