Time	size	received	dropped
1	40	1124	0
2	40	2797	0
3	40	4470	0
4	38	6142	0
5	37	7814	0
6	33	9483	0
7	28	11152	0
8	27	12824	0
9	40	14510	0
10	40	16184	0
11	40	17857	0
12	39	19530	0
13	35	21199	0
14	31	22868	0
15	27	24538	0
16	25	26209	0
17	40	27897	0
18	40	29571	0
19	40	31244	0
20	37	32914	0
21	34	34585	0
22	30	36254	0
23	26	37923	0
24	40	39611	0
25	40	41284	0
26	40	42958	0
27	40	44631	0
28	38	46302	0
29	31	47969	0
30	30	49641	0
