,0,1,2,3,name,label,pred
15,0.07103224447218291,0.12999999999999998,0.06652811135243622,0.16999999999999998,Link_Error_00025_3_range10-flw0-rtt,L,L
16,0.1164727083486265,0.3783594088258124,0.10780312767968718,0.036831446876849,Link_Error_00025_3_range10-flw1-rtt,L,L
17,0.09757403156392894,0.0907142751309536,0.062268829951434505,0.16462961042284174,Link_Error_00025_3_range10-flw2-rtt,L,L
6,0.07751862707783658,0.18333333333333332,0.07172161277869425,0.06333333333333332,Link_Error_00025_5_range10-flw0-rtt,L,L
7,0.09851631895961391,0.09041657023627828,0.06934155429393753,0.2578546632664232,Link_Error_00025_5_range10-flw1-rtt,L,L
8,0.12488579921356115,0.084005988887755,0.058238397990409405,0.023521676888571402,Link_Error_00025_5_range10-flw2-rtt,L,L
18,0.1259513054442934,0.10333333333333332,0.08174691502771958,0.24333333333333332,Link_Error_00025_7_range10-flw0-rtt,L,L
19,0.11327968345328644,0.41848312055028986,0.10802028587040802,0.19082830297093217,Link_Error_00025_7_range10-flw1-rtt,L,L
20,0.08301850799643756,0.043686050133506245,0.05427394510235619,0.15794187355959952,Link_Error_00025_7_range10-flw2-rtt,L,L
3,0.5914065024518609,0.15,0.1593039428911567,0.30333333333333334,Normal_1_range10-flw0-rtt,N,N
4,0.5854662963974709,0.15739180744833625,0.1463828670736421,0.3181323767572754,Normal_1_range10-flw1-rtt,N,N
5,0.5875319115989763,0.1579206460849472,0.14861280414320407,0.31920130591638274,Normal_1_range10-flw2-rtt,N,N
0,0.4753795280461344,0.17666666666666664,0.0748054867901002,0.12333333333333332,Normal_7_range10-flw0-rtt,N,N
1,0.5882940757787359,0.2175675194855981,0.14554794551999903,0.43848223157866695,Normal_7_range10-flw1-rtt,N,N
2,0.5700812221685895,0.14450001198005913,0.16500015565421416,0.29236048935500336,Normal_7_range10-flw2-rtt,N,N
9,0.47537496521308675,0.17666666666666664,0.07480425956007677,0.12333333333333332,Normal_9_range10-flw0-rtt,N,N
10,0.585253673266333,0.15739180744833625,0.14628777456964268,0.3181323767572754,Normal_9_range10-flw1-rtt,N,N
11,0.5921110130372428,0.2115813377602866,0.16088435302880344,0.4332379773186821,Normal_9_range10-flw2-rtt,N,N
21,0.08020274992693763,0.4766666666666667,0.05753746331441768,1.6033333333333333,TCP_Congestion_3_range10-flw0-rtt,T,T
22,0.06073015783324932,0.49207025437655494,0.05567282718910957,1.6034125975943525,TCP_Congestion_3_range10-flw1-rtt,T,T
23,0.06652496547882877,0.7493917157198993,0.05929005476436553,1.08544181245528,TCP_Congestion_3_range10-flw2-rtt,T,T
12,0.05222201997065502,1.6433333333333333,0.04123647239072019,1.5966666666666667,TCP_Congestion_4_range10-flw0-rtt,T,T
13,0.07252173928100025,0.793709719859652,0.0707434776947397,1.6443522044349752,TCP_Congestion_4_range10-flw1-rtt,T,T
14,0.10806043028683969,0.5004402698844147,0.05640709974150219,0.7892849894150165,TCP_Congestion_4_range10-flw2-rtt,T,T
24,0.10037237285747526,0.37666666666666665,0.07273887574197947,1.2966666666666666,TCP_Congestion_5_range10-flw0-rtt,T,T
25,0.060272956751404344,0.59277055027493,0.05997941853877721,1.2759637268629849,TCP_Congestion_5_range10-flw1-rtt,T,T
26,0.13653022536979648,1.2870582462409919,0.06888171392640641,0.27891862777546295,TCP_Congestion_5_range10-flw2-rtt,T,T
