,0,1,2,3,4,name,label,pred
12,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,2336.0,Link_Error_1_range10-flw0-rtt,L,L
13,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,2336.0,Link_Error_1_range10-flw1-rtt,L,L
14,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,2336.0,Link_Error_1_range10-flw2-rtt,L,L
3,0.15042655364290222,0.09666666666666665,0.12923359485759375,0.21666666666666665,2817.0,Link_Error_2_range10-flw0-rtt,L,L
4,0.17633845050435604,0.11052394613491563,0.12297772945791609,0.2243971027587681,2817.0,Link_Error_2_range10-flw1-rtt,L,L
5,0.35025090504820927,0.030226200796279037,0.12314872613654201,0.20486647206366904,2817.0,Link_Error_2_range10-flw2-rtt,L,L
21,0.2614720567848309,0.12999999999999998,0.2532479911966734,0.17666666666666664,2914.0,Link_Error_5_range10-flw0-rtt,L,L
22,0.1589519424032332,0.19086664271569342,0.10809383694079762,0.09041051497059163,2914.0,Link_Error_5_range10-flw1-rtt,L,L
23,0.26051497101149884,0.09068380729449124,0.15784068833630072,0.28548606000117616,2914.0,Link_Error_5_range10-flw2-rtt,L,L
24,0.5785793939189001,0.21,0.16283088637765863,0.43,1932.0,Normal_4_range10-flw0-rtt,N,N
25,0.5878575603675156,0.15071447200215765,0.17371485207910478,0.2980797335153785,1932.0,Normal_4_range10-flw1-rtt,N,N
26,0.5875666988719287,0.1579206460849472,0.14857383173855113,0.31920130591638274,1932.0,Normal_4_range10-flw2-rtt,N,N
15,0.578411078101052,0.21,0.1493401455488387,0.4166666666666667,2102.0,Normal_5_range10-flw0-rtt,N,N
16,0.5996679606862548,0.17076398097448173,0.14468025030765572,0.3448762753014043,2102.0,Normal_5_range10-flw1-rtt,N,N
17,0.593570754899289,0.21829820562569252,0.14934285901719588,0.439954845184088,2102.0,Normal_5_range10-flw2-rtt,N,N
6,0.4753795280461344,0.17666666666666664,0.0748054867901002,0.12333333333333332,2709.0,Normal_7_range10-flw0-rtt,N,N
7,0.5882940757787359,0.2175675194855981,0.14554794551999903,0.43848223157866695,2709.0,Normal_7_range10-flw1-rtt,N,N
8,0.5700812221685895,0.14450001198005913,0.16500015565421416,0.29236048935500336,2709.0,Normal_7_range10-flw2-rtt,N,N
9,0.09000682494573503,0.36333333333333334,0.05100149924197503,0.5099999999999999,2494.0,TCP_Congestion_1_range10-flw0-rtt,T,T
10,0.11865548659099723,0.5121204689430232,0.04203862884202201,1.6099996441934261,2494.0,TCP_Congestion_1_range10-flw1-rtt,T,T
11,0.06407968430340004,1.622450523068979,0.05965739685494195,0.393015965215467,2494.0,TCP_Congestion_1_range10-flw2-rtt,T,T
0,0.09288823119902406,0.49,0.06118346033440823,1.4766666666666666,2282.0,TCP_Congestion_7_range10-flw0-rtt,T,T
1,0.05399014377878553,1.5903423431193402,0.040534887686528596,0.09709458515886499,2282.0,TCP_Congestion_7_range10-flw1-rtt,T,T
2,0.06676969366915371,0.2721976969856928,0.05176746276880903,0.8233140217468485,2282.0,TCP_Congestion_7_range10-flw2-rtt,T,T
18,0.03868874171016264,0.36333333333333334,0.036956790128555295,1.15,2258.0,TCP_Congestion_8_range10-flw0-rtt,T,T
19,0.07875636434042621,0.3314386314758295,0.0647047834110999,0.41178739062148517,2258.0,TCP_Congestion_8_range10-flw1-rtt,T,T
20,0.09184164888003142,1.4483605851954764,0.08824380385474799,0.3326860740936245,2258.0,TCP_Congestion_8_range10-flw2-rtt,T,T
