,0,1,2,3,4,name,label,pred
12,0.2614720567848309,0.12999999999999998,0.2532479911966734,0.17666666666666664,2914.0,Link_Error_5_range10-flw0-rtt,L,L
13,0.1589519424032332,0.19086664271569342,0.10809383694079762,0.09041051497059163,2914.0,Link_Error_5_range10-flw1-rtt,L,L
14,0.26051497101149884,0.09068380729449124,0.15784068833630072,0.28548606000117616,2914.0,Link_Error_5_range10-flw2-rtt,L,L
21,0.1406758731397391,0.21666666666666665,0.129692220307867,0.10333333333333332,2191.0,Link_Error_8_range10-flw0-rtt,L,L
22,0.2047134140033716,0.14399676000592465,0.1661429686309951,0.2511571395452174,2191.0,Link_Error_8_range10-flw1-rtt,L,L
23,0.2582696968658807,0.0705271125867622,0.188618239895048,0.1511295269716333,2191.0,Link_Error_8_range10-flw2-rtt,L,L
3,0.16936675995945422,0.16999999999999998,0.13010550975131607,0.06333333333333332,2846.0,Link_Error_9_range10-flw0-rtt,L,L
4,0.2839459183422086,0.07030516425244869,0.2550339217069111,0.11047954382527651,2846.0,Link_Error_9_range10-flw1-rtt,L,L
5,0.21090765819880206,0.030227935764830415,0.1099989100323612,0.12427040258874726,2846.0,Link_Error_9_range10-flw2-rtt,L,L
0,0.5785793939189001,0.21,0.16283088637765863,0.43,1932.0,Normal_4_range10-flw0-rtt,N,N
1,0.5878575603675156,0.15071447200215765,0.17371485207910478,0.2980797335153785,1932.0,Normal_4_range10-flw1-rtt,N,N
2,0.5875666988719287,0.1579206460849472,0.14857383173855113,0.31920130591638274,1932.0,Normal_4_range10-flw2-rtt,N,N
9,0.5918353318887168,0.15,0.15902816750573,0.30333333333333334,1847.0,Normal_6_range10-flw0-rtt,N,N
10,0.5929254371935974,0.16407834198366628,0.12203962569659911,0.33150522155883594,1847.0,Normal_6_range10-flw1-rtt,N,N
11,0.5874884076827961,0.1579206460849472,0.14859595909539483,0.31920130591638274,1847.0,Normal_6_range10-flw2-rtt,N,N
24,0.4753795280461344,0.17666666666666664,0.0748054867901002,0.12333333333333332,2709.0,Normal_7_range10-flw0-rtt,N,N
25,0.5882940757787359,0.2175675194855981,0.14554794551999903,0.43848223157866695,2709.0,Normal_7_range10-flw1-rtt,N,N
26,0.5700812221685895,0.14450001198005913,0.16500015565421416,0.29236048935500336,2709.0,Normal_7_range10-flw2-rtt,N,N
6,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,2093.0,TCP_Congestion_6_range10-flw0-rtt,T,T
7,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,2093.0,TCP_Congestion_6_range10-flw1-rtt,T,T
8,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,2093.0,TCP_Congestion_6_range10-flw2-rtt,T,T
18,0.09288823119902406,0.49,0.06118346033440823,1.4766666666666666,2282.0,TCP_Congestion_7_range10-flw0-rtt,T,T
19,0.05399014377878553,1.5903423431193402,0.040534887686528596,0.09709458515886499,2282.0,TCP_Congestion_7_range10-flw1-rtt,T,T
20,0.06676969366915371,0.2721976969856928,0.05176746276880903,0.8233140217468485,2282.0,TCP_Congestion_7_range10-flw2-rtt,T,T
15,0.03868874171016264,0.36333333333333334,0.036956790128555295,1.15,2258.0,TCP_Congestion_8_range10-flw0-rtt,T,T
16,0.07875636434042621,0.3314386314758295,0.0647047834110999,0.41178739062148517,2258.0,TCP_Congestion_8_range10-flw1-rtt,T,T
17,0.09184164888003142,1.4483605851954764,0.08824380385474799,0.3326860740936245,2258.0,TCP_Congestion_8_range10-flw2-rtt,T,T
