,0,1,2,3,4,name,label,pred
6,0.37021200687714195,0.08999999999999998,0.16266894931011394,0.016666666666666666,3279.0,Link_Error_0_range10-flw0-rtt,L,L
7,0.15925570557854304,0.3314608251975046,0.1318992820745858,0.20423343774795738,3279.0,Link_Error_0_range10-flw1-rtt,L,L
8,0.4283476971218321,0.06381453105908644,0.12162709077043678,0.1914435931772593,3279.0,Link_Error_0_range10-flw2-rtt,L,L
12,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,2336.0,Link_Error_1_range10-flw0-rtt,L,L
13,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,2336.0,Link_Error_1_range10-flw1-rtt,L,L
14,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,2336.0,Link_Error_1_range10-flw2-rtt,L,L
9,0.16936675995945422,0.16999999999999998,0.13010550975131607,0.06333333333333332,2846.0,Link_Error_9_range10-flw0-rtt,L,L
10,0.2839459183422086,0.07030516425244869,0.2550339217069111,0.11047954382527651,2846.0,Link_Error_9_range10-flw1-rtt,L,L
11,0.21090765819880206,0.030227935764830415,0.1099989100323612,0.12427040258874726,2846.0,Link_Error_9_range10-flw2-rtt,L,L
24,0.578411078101052,0.21,0.1493401455488387,0.4166666666666667,2102.0,Normal_5_range10-flw0-rtt,N,N
25,0.5996679606862548,0.17076398097448173,0.14468025030765572,0.3448762753014043,2102.0,Normal_5_range10-flw1-rtt,N,N
26,0.593570754899289,0.21829820562569252,0.14934285901719588,0.439954845184088,2102.0,Normal_5_range10-flw2-rtt,N,N
18,0.5918353318887168,0.15,0.15902816750573,0.30333333333333334,1847.0,Normal_6_range10-flw0-rtt,N,N
19,0.5929254371935974,0.16407834198366628,0.12203962569659911,0.33150522155883594,1847.0,Normal_6_range10-flw1-rtt,N,N
20,0.5874884076827961,0.1579206460849472,0.14859595909539483,0.31920130591638274,1847.0,Normal_6_range10-flw2-rtt,N,N
3,0.573019601404037,0.18333333333333332,0.14915221481573446,0.37666666666666665,2698.0,Normal_8_range10-flw0-rtt,N,N
4,0.47084373172932753,0.17744974054169443,0.07554722259333731,0.12388000754797536,2698.0,Normal_8_range10-flw1-rtt,N,N
5,0.6003091705943192,0.17133899712866074,0.14581611644104106,0.34603758243631483,2698.0,Normal_8_range10-flw2-rtt,N,N
15,0.0757548645395156,0.43666666666666665,0.06403261330372308,0.9033333333333332,2880.0,TCP_Congestion_2_range10-flw0-rtt,T,T
16,0.05922258896383497,0.9878847488778552,0.05660145505408562,0.9075144642233856,2880.0,TCP_Congestion_2_range10-flw1-rtt,T,T
17,0.05317327528832709,1.2462301119225492,0.052248320625119735,0.9103190305418082,2880.0,TCP_Congestion_2_range10-flw2-rtt,T,T
0,0.10037237285747526,0.37666666666666665,0.07273887574197947,1.2966666666666666,2153.0,TCP_Congestion_5_range10-flw0-rtt,T,T
1,0.060272956751404344,0.59277055027493,0.05997941853877721,1.2759637268629849,2153.0,TCP_Congestion_5_range10-flw1-rtt,T,T
2,0.13653022536979648,1.2870582462409919,0.06888171392640641,0.27891862777546295,2153.0,TCP_Congestion_5_range10-flw2-rtt,T,T
21,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,2093.0,TCP_Congestion_6_range10-flw0-rtt,T,T
22,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,2093.0,TCP_Congestion_6_range10-flw1-rtt,T,T
23,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,2093.0,TCP_Congestion_6_range10-flw2-rtt,T,T
