Time	size	received	dropped
1	100	832	0
2	86	2492	0
3	100	4179	0
4	73	5825	0
5	86	7512	0
6	98	9197	0
7	56	10829	0
8	78	12524	0
9	90	14209	0
10	100	15893	0
11	66	17532	0
12	79	19218	0
13	90	20903	0
14	100	22586	0
15	76	24235	0
16	86	25919	0
17	99	27605	0
18	65	29245	0
19	83	30936	0
20	96	32622	0
21	100	34300	0
22	75	35948	0
23	86	37632	0
24	97	39317	0
25	65	40958	0
26	77	42643	0
27	88	44328	0
28	100	46013	0
29	67	47654	0
30	83	49343	0
