1	5.04576
2	9.1584
3	5.46048
4	7.29216
5	8.77824
6	6.7392
7	7.51104
8	7.2
9	6.34752
10	7.2576
11	5.17248
12	7.7184
13	8.16768
14	6.01344
15	7.76448
16	8.21376
17	5.85216
18	7.90272
19	5.94432
20	6.71616
21	8.20224
22	7.776
23	6.70464
24	8.34048
25	6.94656
26	6.86592
27	6.25536
28	6.11712
29	7.32672
30	5.2992
