,0,1,2,3,4,5,6,name,label,pred
18,0.17314495642375546,0.08333333333333331,0.1699596192766062,0.09666666666666665,0.15235863290696994,0.15666666666666665,31680.0,Link_Error_3_range50-flw0-rtt,L,L
19,0.162754411139824,2.4592542997444493,0.07106777821212486,0.08387634037327589,0.06694626133183496,2.3988633346756907,95040.0,Link_Error_3_range50-flw1-rtt,L,T
20,0.13852215553108882,0.13813186357436816,0.10885841891859784,0.24594209855924087,0.09802388718922514,0.2055132604399136,149760.0,Link_Error_3_range50-flw2-rtt,L,L
6,0.24987401214091975,0.08999999999999998,0.12300741874675196,0.18999999999999997,0.09823679031016146,0.33666666666666667,246240.0,Link_Error_4_range50-flw0-rtt,L,L
7,0.2517213984289615,0.31804717161822027,0.14552510554403014,0.1640453832557136,0.11241550505695845,0.11717527375408116,221760.0,Link_Error_4_range50-flw1-rtt,L,T
8,0.25133606070635595,0.06387962765035735,0.15975322927807542,0.10422465564005673,0.15022150379181246,0.15801802629298925,36000.0,Link_Error_4_range50-flw2-rtt,L,L
9,0.08675801734329462,0.056666666666666664,0.07937038125914816,0.2033333333333333,0.06197022161927466,0.11666666666666665,37440.0,Link_Error_8_range50-flw0-rtt,L,L
10,0.35203690242388946,0.03685365844424693,0.20954724788202397,0.1574656315345096,0.17851355559935023,0.08375831464601573,155520.0,Link_Error_8_range50-flw1-rtt,L,L
11,0.31695614860491406,0.1381225566835602,0.2563312732949141,0.09769644253227429,0.23843801387862712,0.1785486708348461,37440.0,Link_Error_8_range50-flw2-rtt,L,L
21,0.7803203543239953,0.04333333333333333,0.12384256791815923,0.08999999999999998,0.04680571457340661,0.13666666666666666,31680.0,Normal_4_range50-flw0-rtt,N,N
22,0.6192919954090449,0.10389511848115525,0.158518513582218,0.2111416923971865,0.08220242020656497,0.3049824445737138,95040.0,Normal_4_range50-flw1-rtt,N,N
23,0.605740091384786,0.10424448924117848,0.16049686168965843,0.2051262530229641,0.09227729462638029,0.299282565885964,149760.0,Normal_4_range50-flw2-rtt,N,N
12,0.6218253058115922,0.08999999999999998,0.2149891667577417,0.18333333333333332,0.07439730236049759,0.27,37440.0,Normal_5_range50-flw0-rtt,N,N
13,0.5861913866514838,0.11726949834085437,0.22590234922126856,0.23788955377716173,0.11630497233540249,0.3451073808316571,155520.0,Normal_5_range50-flw1-rtt,N,N
14,0.5981044222942331,0.11095501570971719,0.19759987360798945,0.21854775821610964,0.0855674658047153,0.3328650471291516,37440.0,Normal_5_range50-flw2-rtt,N,N
24,0.6381170019214999,0.08333333333333331,0.213117749452631,0.1633333333333333,0.07704979434173707,0.24333333333333332,31680.0,Normal_9_range50-flw0-rtt,N,N
25,0.5959139529922949,0.19751080810944566,0.12404481706880344,0.39836925703430565,0.06180729417575555,0.592532424328337,95040.0,Normal_9_range50-flw1-rtt,N,N
26,0.7372335729109982,0.05723947545340651,0.22112051520997023,0.11111192293896557,0.033271023539842785,0.15825031448882976,149760.0,Normal_9_range50-flw2-rtt,N,N
3,0.12432781482746624,0.36333333333333334,0.09723782851016638,0.2966666666666667,0.0893366181195229,0.7566666666666666,246240.0,TCP_Congestion_1_range50-flw0-rtt,T,T
4,0.10860771139019025,0.3116018098771273,0.08291077941224567,0.21778621120444383,0.06863242612100919,0.747174232286015,221760.0,TCP_Congestion_1_range50-flw1-rtt,T,T
5,0.13136642773835014,0.7513532022791406,0.11022434146534213,0.7041830460822439,0.09455801313023393,0.3133446090222425,36000.0,TCP_Congestion_1_range50-flw2-rtt,T,T
15,0.20461595921209152,0.6099999999999999,0.06827799872321243,0.3833333333333333,0.06587109268326602,0.17666666666666664,37440.0,TCP_Congestion_2_range50-flw0-rtt,T,T
16,0.3135834906458596,0.6136454014168099,0.09836040583220411,0.11736387458791447,0.06033794611459545,0.47951525903062203,155520.0,TCP_Congestion_2_range50-flw1-rtt,T,T
17,0.23393636070312065,0.6153373748557613,0.07263661754133414,0.18493746238834358,0.06321595983388914,1.2138622531307641,37440.0,TCP_Congestion_2_range50-flw2-rtt,T,T
0,0.23625123462739805,0.5233333333333333,0.07954799183871972,0.4033333333333333,0.07328667144057152,0.4766666666666667,246240.0,TCP_Congestion_3_range50-flw0-rtt,T,T
1,0.3210381072060153,0.5264608088657877,0.06891308956978358,0.47951525903062203,0.05591693902830718,0.37221114512167164,221760.0,TCP_Congestion_3_range50-flw1-rtt,T,T
2,0.44482384446306006,0.5285166191377617,0.07246906787932397,0.4813877486414009,0.0686259880205425,0.40732809500426226,36000.0,TCP_Congestion_3_range50-flw2-rtt,T,T
