Time	size	received	dropped
1	0	26	0
2	0	327	0
3	0	823	0
4	0	1321	0
5	0	1837	0
6	0	2387	0
7	0	2954	0
8	0	3543	0
9	0	4157	0
10	0	4799	0
11	0	5451	0
12	0	6130	0
13	0	6821	0
14	0	7218	0
15	0	7588	0
16	0	7990	0
17	0	8407	0
18	0	8870	0
19	0	9339	0
20	0	9830	0
21	0	10343	0
22	0	10898	0
23	0	11458	0
24	0	12040	0
25	0	12647	0
26	0	13277	0
27	0	13929	0
28	0	14499	0
29	0	14871	0
30	0	15240	0
