Time	size	received	dropped
1	0	150	0
2	0	775	0
3	0	1261	0
4	0	1785	0
5	0	2345	0
6	0	2998	0
7	0	3663	0
8	0	4357	0
9	0	4768	0
10	0	5173	0
11	0	5628	0
12	0	6141	0
13	0	6692	0
14	0	7312	0
15	0	7980	0
16	0	8674	0
17	0	9181	0
18	0	9588	0
19	0	10032	0
20	0	10542	0
21	1	11087	0
22	0	11680	0
23	0	12353	0
24	0	13041	0
25	0	13644	0
26	0	14034	0
27	0	14465	0
28	0	14967	0
29	0	15507	0
30	0	16086	0
