57 0.151391000 1
254 0.299979000 1440
257 0.301281000 2880
372 0.386170000 1440
374 0.387366000 2880
377 0.388561000 4320
495 0.472481000 2880
497 0.473450000 4320
500 0.474881000 5760
622 0.557370000 1440
624 0.558566000 2880
627 0.559761000 4320
629 0.560956000 5760
632 0.562151000 7200
634 0.563346000 8640
760 0.643681000 1440
762 0.644650000 2880
765 0.646081000 4320
767 0.647041000 5760
770 0.648481000 7200
772 0.649431000 8640
776 0.650881000 10080
778 0.651822000 11520
781 0.653281000 12960
908 0.729766000 2880
912 0.731112000 4320
915 0.732183000 5760
919 0.733529000 7200
922 0.734601000 8640
927 0.735947000 10080
929 0.736937000 11520
933 0.738132000 12960
935 0.739327000 14400
939 0.740522000 15840
941 0.741718000 17280
944 0.742913000 18720
1073 0.814881000 2880
1076 0.815952000 4320
1080 0.817298000 5760
1083 0.818370000 7200
1087 0.819716000 8640
1091 0.820787000 10080
1095 0.822134000 11520
1099 0.823205000 12960
1103 0.824551000 14400
1107 0.825623000 15840
1111 0.826969000 17280
1115 0.828040000 18720
1118 0.829112000 20160
1124 0.830856000 21600
1128 0.832326000 23040
1133 0.833672000 24480
1136 0.834744000 25920
1141 0.836090000 27360
1266 0.900079000 2880
1269 0.901250000 4320
1273 0.902597000 5760
1276 0.903668000 7200
1280 0.905014000 8640
1283 0.906086000 10080
1288 0.907432000 11520
1291 0.908503000 12960
1296 0.909849000 14400
1299 0.910921000 15840
1304 0.912267000 17280
1307 0.913338000 18720
1312 0.914684000 20160
1317 0.916154000 21600
1322 0.917899000 23040
1327 0.919369000 24480
1333 0.921113000 25920
1338 0.922583000 24480
1345 0.924328000 23040
1349 0.925798000 24480
1356 0.927542000 23040
1362 0.929012000 21600
1368 0.930756000 23040
1373 0.932226000 21600
1380 0.933971000 20160
1384 0.935441000 21600
1392 0.937185000 20160
1502 0.984969000 1440
1506 0.986415000 2880
1509 0.987486000 4320
1513 0.988832000 5760
1516 0.989904000 7200
1520 0.991250000 8640
1523 0.992321000 10080
1528 0.993667000 11520
1531 0.994739000 12960
1536 0.996085000 14400
1539 0.997156000 15840
1544 0.998503000 17280
1547 0.999574000 18720
1553 1.001319000 20160
1558 1.002788000 21600
1563 1.004533000 23040
1568 1.006003000 24480
1575 1.007747000 23040
1579 1.009217000 24480
1586 1.010962000 23040
1591 1.012432000 24480
1597 1.014176000 23040
1603 1.015646000 21600
1610 1.017391000 20160
1614 1.018860000 21600
1621 1.020605000 20160
1626 1.022075000 21600
1633 1.023819000 20160
1638 1.025289000 21600
1645 1.027034000 20160
1650 1.028504000 21600
1657 1.030248000 20160
1662 1.031718000 21600
1669 1.033463000 20160
1674 1.034932000 21600
1681 1.036677000 20160
1687 1.038147000 21600
1693 1.039891000 20160
1699 1.041361000 21600
1705 1.043106000 20160
1709 1.044177000 21600
1715 1.045523000 20160
1806 1.071304000 1440
1810 1.072650000 2880
1814 1.073722000 4320
1818 1.075068000 5760
1822 1.076139000 7200
