0.574106 1
0.576524 3
0.867576 0
0.86932 1
0.872535 3
1.00402 0
1.00577 1
1.00898 3
1.09875 0
3.01667 1
3.01973 3
3.07279 0
4.77907 1
4.78228 3
4.83345 0
7.17268 1
7.17507 3
7.22729 0
9.08821 1
9.09102 3
9.14369 0
10.9451 1
10.9482 3
11.0005 0
12.843 1
12.8461 3
12.8971 0
14.5434 1
14.5462 3
14.5998 0
16.8265 1
16.8298 3
16.8807 0
18.7668 1
18.77 3
18.8235 0
20.5798 1
20.5822 3
20.6361 0
22.9903 1
22.9927 3
23.0459 0
24.8721 1
24.8753 3
24.9272 0
26.7284 1
26.7313 3
26.7838 0
28.6911 1
28.6943 3
28.7444 0
