Time	size	received	dropped
1	0	95	0
2	0	594	0
3	0	996	0
4	0	1420	0
5	0	1852	0
6	0	2331	0
7	0	2897	0
8	0	3471	0
9	0	4079	0
10	0	4787	0
11	0	5485	0
12	0	6064	0
13	0	6494	0
14	0	6916	0
15	0	7417	0
16	0	7987	0
17	0	8548	0
18	0	9175	0
19	0	9877	0
20	0	10568	0
21	0	11096	0
22	0	11521	0
23	0	11950	0
24	0	12458	0
25	0	13013	0
26	0	13580	0
27	0	14230	0
28	0	14925	0
29	0	15609	0
30	0	16104	0
